ID,logFC,P.Value
ILMN_1697175,0.03788679,0.8855257
ILMN_3304519,-0.02112577,0.8855328
ILMN_1675923,-0.0356963,0.8855357
ILMN_2168166,0.02399891,0.8855455
ILMN_2380850,-0.02527914,0.8855647
ILMN_1851326,-0.0235376,0.8855654
ILMN_1773968,0.05310587,0.8855667
ILMN_2203858,0.03185564,0.8856214
ILMN_1680309,0.02063176,0.88563
ILMN_3246915,0.02475578,0.8856567
ILMN_3245462,0.0273359,0.8856705
ILMN_1783818,-0.01987229,0.8856785
ILMN_1663541,-0.02362838,0.8857122
ILMN_1671028,-0.03277749,0.8857254
ILMN_1778723,-0.0207133,0.8858239
ILMN_2198408,-0.11695626,0.8858414
ILMN_1681123,-0.03187834,0.8858448
ILMN_1803296,-0.02446906,0.8858704
ILMN_1755710,-0.03429179,0.8859014
ILMN_1677481,-0.01924422,0.8859074
ILMN_1665932,-0.02085726,0.8859281
ILMN_1718771,0.0278801,0.8859634
ILMN_1770653,0.02422137,0.8860119
ILMN_1673356,0.02353095,0.8860448
ILMN_1796926,-0.03022781,0.8860588
ILMN_1708991,0.03165517,0.8860661
ILMN_1669931,0.03076674,0.8860736
ILMN_1760040,0.03203638,0.8860752
ILMN_1700182,0.01997853,0.8860938
ILMN_1797965,0.03724511,0.8861069
ILMN_1793123,-0.01921346,0.8861086
ILMN_1679438,-0.05436539,0.8861286
ILMN_3182863,0.01917993,0.8862404
ILMN_3165757,-0.02097133,0.8862466
ILMN_3308375,-0.02617068,0.8862533
ILMN_3274572,0.01944705,0.8863287
ILMN_1721349,0.04870645,0.886334
ILMN_1656720,-0.02054966,0.886375
ILMN_1742461,0.07733966,0.8863955
ILMN_1863574,-0.034337,0.8864178
ILMN_2304878,-0.02053014,0.886422
ILMN_1739763,0.02257581,0.8864476
ILMN_2090949,-0.02207497,0.8864601
ILMN_1690672,0.01951965,0.8864685
ILMN_1741021,-0.0939751,0.8864737
ILMN_3267638,-0.0192624,0.8864776
ILMN_2404917,0.02568555,0.8864839
ILMN_2160209,-0.01956305,0.8864988
ILMN_2376289,-0.04376689,0.8865012
ILMN_3298230,-0.0232392,0.8865029
ILMN_1786259,0.04303309,0.8865064
ILMN_2394841,0.01919105,0.886557
ILMN_3308330,-0.0195637,0.8865683
ILMN_1700978,0.02728696,0.8865742
ILMN_3231944,0.03314298,0.8865872
ILMN_1793965,0.02329872,0.8865913
ILMN_1689197,0.02873879,0.8866295
ILMN_1683120,0.02722548,0.8867075
ILMN_1663751,0.04934848,0.8867448
ILMN_1712776,-0.02274069,0.8867522
ILMN_1693836,-0.03087613,0.8867789
ILMN_1680109,0.03384636,0.8867799
ILMN_1864016,-0.03665053,0.8868003
ILMN_1789902,0.02646914,0.8868097
ILMN_1806305,-0.02839535,0.8868121
ILMN_2067444,-0.02009411,0.8868136
ILMN_2311497,0.01912294,0.8868346
ILMN_1804601,-0.02410423,0.8868448
ILMN_1694823,0.03337089,0.8868589
ILMN_2272857,-0.02156188,0.8868734
ILMN_1796179,0.05775615,0.8869024
ILMN_1706959,0.03091067,0.886913
ILMN_1669208,0.03946801,0.8869147
ILMN_2399827,0.02850611,0.8869474
ILMN_1795407,-0.03927188,0.8869864
ILMN_1688455,0.0292703,0.8869967
ILMN_1748697,0.02926142,0.8870271
ILMN_3247769,0.02459813,0.8870326
ILMN_2394438,-0.01912318,0.887048
ILMN_1673713,0.02239177,0.8870574
ILMN_1797522,0.05373925,0.8870613
ILMN_3240267,-0.02787237,0.887078
ILMN_1660085,-0.05505913,0.887157
ILMN_1669252,0.03802093,0.8871774
ILMN_1698680,0.0675809,0.8872032
ILMN_3236922,-0.02289356,0.887231
ILMN_1676594,0.01976983,0.8872456
ILMN_1684246,-0.02426205,0.8872782
ILMN_1771805,0.03599879,0.8872836
ILMN_1671398,-0.02586767,0.8872893
ILMN_3238323,-0.02128234,0.8872904
ILMN_1739050,0.0262209,0.8873021
ILMN_1887823,0.01983275,0.8873125
ILMN_1791840,0.04768024,0.8873456
ILMN_3306270,-0.02263508,0.8873935
ILMN_1653940,-0.0307944,0.887411
ILMN_1666019,0.02647346,0.8874657
ILMN_3247525,0.0252313,0.8874816
ILMN_2292592,0.02537009,0.8874884
ILMN_2360229,0.05408271,0.887503
ILMN_3243457,0.02281702,0.887515
ILMN_1850613,-0.02437736,0.8875579
ILMN_3245672,0.0287647,0.8875801
ILMN_3235613,-0.02298622,0.8875813
ILMN_1728845,-0.02215411,0.8876033
ILMN_1784427,0.02239659,0.8876607
ILMN_1702073,-0.02849971,0.8876709
ILMN_1656604,-0.03301992,0.8876843
ILMN_1816391,0.0224865,0.8877309
ILMN_1901646,-0.02633342,0.8877355
ILMN_2218604,-0.03478933,0.8877792
ILMN_1756599,0.03305083,0.8877829
ILMN_1876308,-0.02629237,0.8877947
ILMN_3248164,-0.02180689,0.8878007
ILMN_1769771,0.03719347,0.8878077
ILMN_3215516,0.03226494,0.8878371
ILMN_1724709,-0.0199668,0.8878652
ILMN_3231502,0.06078713,0.8878656
ILMN_1751882,0.02253426,0.8878917
ILMN_1792002,-0.01930382,0.8878926
ILMN_1730329,0.04560648,0.8879012
ILMN_1773073,-0.05193122,0.8879745
ILMN_3240962,-0.03523623,0.8879871
ILMN_1839369,-0.02672818,0.887995
ILMN_1700466,-0.02689226,0.8879955
ILMN_1710070,-0.02070745,0.8879968
ILMN_1743526,-0.02467476,0.8880533
ILMN_1733043,0.02096034,0.8880622
ILMN_1713978,-0.04357018,0.8880947
ILMN_1806415,0.02461543,0.8881185
ILMN_1667823,-0.0236559,0.8881337
ILMN_3291437,-0.02398243,0.8881423
ILMN_1669323,0.13315412,0.8881807
ILMN_2290522,-0.03308186,0.8882068
ILMN_1725276,0.02265323,0.8882176
ILMN_1674151,0.02042093,0.8882221
ILMN_1721017,-0.01921394,0.8882301
ILMN_2093508,-0.01932477,0.888235
ILMN_1709360,0.02977579,0.8882486
ILMN_3240818,0.0194244,0.8882562
ILMN_3224830,-0.02771033,0.8882616
ILMN_1735064,0.02215388,0.8883272
ILMN_1678203,-0.02414247,0.8883597
ILMN_1757294,0.03787245,0.8883709
ILMN_1661485,0.03991868,0.8883754
ILMN_1753805,-0.03062494,0.8884521
ILMN_1671402,-0.02109055,0.8884851
ILMN_3252093,-0.02480896,0.8885178
ILMN_1811909,-0.08242652,0.888521
ILMN_1688768,0.0274087,0.8885245
ILMN_2255382,-0.03023969,0.8885295
ILMN_3248645,0.01976332,0.8885479
ILMN_1709484,0.01898263,0.8885481
ILMN_1702526,-0.02437848,0.8886083
ILMN_1773470,0.0828208,0.8886519
ILMN_1744784,0.0220572,0.8887009
ILMN_3241441,-0.2053127,0.8887202
ILMN_1712985,-0.03380905,0.8887514
ILMN_2075476,0.02154954,0.8887581
ILMN_1813911,0.06353457,0.8887619
ILMN_1710671,-0.01928134,0.8887634
ILMN_2396875,0.1347889,0.8887719
ILMN_1891312,-0.03693828,0.888805
ILMN_1763269,0.0326795,0.8888294
ILMN_1714569,-0.02208927,0.8889247
ILMN_1722730,0.03386238,0.8889349
ILMN_3230442,0.03896499,0.8889382
ILMN_1721685,0.0194004,0.8889389
ILMN_1749878,0.02252965,0.8889525
ILMN_1770527,-0.02139534,0.8889579
ILMN_1677374,0.01975599,0.88901
ILMN_1679139,-0.02865827,0.8890122
ILMN_2186678,-0.02657778,0.8890208
ILMN_3176875,0.02369285,0.8890716
ILMN_1781517,0.02842533,0.8891079
ILMN_3309389,0.02443444,0.8891228
ILMN_3246214,0.07632417,0.8891577
ILMN_2125010,-0.01914193,0.889182
ILMN_1869292,-0.02896655,0.8892184
ILMN_2109416,0.02629684,0.8892448
ILMN_1789096,0.01968676,0.8893016
ILMN_1793982,0.02850963,0.8893074
ILMN_1677274,-0.023105,0.8893316
ILMN_2081863,0.02367753,0.889334
ILMN_1801341,-0.03318897,0.8893372
ILMN_1684412,0.02171797,0.8893426
ILMN_1655177,-0.04593504,0.8893523
ILMN_1655961,0.04849019,0.8893687
ILMN_1803412,0.02105453,0.8893838
ILMN_3280827,0.02456795,0.8894063
ILMN_1771036,-0.02321291,0.8894078
ILMN_1686832,0.03249332,0.8894492
ILMN_1782705,0.02255581,0.8894513
ILMN_1789446,-0.02121518,0.8894678
ILMN_2069945,-0.04873307,0.8894704
ILMN_1684974,0.026419,0.8894893
ILMN_1751386,-0.02101903,0.8895034
ILMN_1771209,0.02205754,0.8895596
ILMN_1673966,-0.04435355,0.8895708
ILMN_3227321,-0.01944757,0.8895713
ILMN_1807016,0.02130635,0.889588
ILMN_1699058,0.03530584,0.8895882
ILMN_2388425,0.01858998,0.8896146
ILMN_3288525,-0.0212126,0.8896551
ILMN_3226814,-0.04814534,0.8896608
ILMN_3181473,0.05275514,0.8896812
ILMN_1800160,0.0226338,0.8896977
ILMN_1777977,0.02196508,0.8897074
ILMN_1802701,0.02443188,0.8897123
ILMN_2336656,0.01870384,0.8897453
ILMN_1666852,-0.0481727,0.8897757
ILMN_1842448,-0.02532422,0.889781
ILMN_1701266,0.03074934,0.8897939
ILMN_2140207,-0.02400062,0.8897941
ILMN_2080342,0.02096139,0.8898112
ILMN_1727365,0.01985631,0.8898171
ILMN_3248904,-0.02132489,0.8898533
ILMN_3232862,0.02183656,0.889872
ILMN_1776552,-0.04350605,0.8898998
ILMN_1815079,-0.03255682,0.8899167
ILMN_1658770,0.02902982,0.8899231
ILMN_1678212,0.02638902,0.8899239
ILMN_2298159,-0.01911312,0.8899701
ILMN_1663453,0.02325433,0.8899865
ILMN_1676799,-0.02341755,0.8900126
ILMN_1719831,0.02250576,0.8900333
ILMN_1889441,0.02545512,0.8900431
ILMN_1765355,0.03672327,0.8900504
ILMN_3241481,0.02848908,0.8900693
ILMN_3180498,-0.01851339,0.89008
ILMN_1652819,-0.03003227,0.8900934
ILMN_1739417,0.02918857,0.8901146
ILMN_1774063,-0.02653344,0.8901227
ILMN_3241861,0.02142665,0.890132
ILMN_3309619,-0.01904264,0.8901476
ILMN_1686759,-0.01931708,0.8901667
ILMN_1755502,-0.02252804,0.8901687
ILMN_1801778,-0.02074466,0.8901817
ILMN_3239895,-0.03910118,0.8902064
ILMN_1880864,0.02169685,0.8902361
ILMN_1677295,0.02001015,0.8902422
ILMN_1822985,-0.01905915,0.8902601
ILMN_3309036,-0.02136155,0.890273
ILMN_1664236,-0.0234319,0.8902808
ILMN_1660509,0.02057392,0.8902875
ILMN_1705985,0.01924948,0.8903112
ILMN_1727577,-0.03279914,0.8903451
ILMN_1679324,0.02745758,0.8904181
ILMN_1655860,-0.0201396,0.8904267
ILMN_1707925,-0.01941695,0.8904501
ILMN_2200853,0.01862713,0.8904505
ILMN_1805922,0.04502156,0.890475
ILMN_1696085,-0.02133133,0.8904841
ILMN_3308617,-0.02086585,0.8904884
ILMN_1732809,-0.02324372,0.8904943
ILMN_1717757,-0.02254827,0.8904946
ILMN_1747281,0.04133821,0.8905015
ILMN_3258024,-0.02088817,0.8905308
ILMN_1882015,-0.02370798,0.8905357
ILMN_1693891,-0.02568094,0.8905505
ILMN_1762139,0.02791148,0.8905575
ILMN_3248865,0.02372489,0.890582
ILMN_2222992,-0.03234848,0.8905842
ILMN_1805609,-0.01859966,0.8905915
ILMN_1715693,-0.07449678,0.8906513
ILMN_2056815,-0.02269398,0.8906559
ILMN_1896284,-0.01879914,0.8906706
ILMN_2190292,0.02399932,0.8907569
ILMN_1688234,0.04538875,0.8907771
ILMN_3201747,0.02525803,0.8907815
ILMN_3244025,-0.02841063,0.8907817
ILMN_1673288,-0.02276648,0.8907872
ILMN_2134224,0.07592516,0.8908029
ILMN_1780516,0.01931047,0.8908325
ILMN_2199574,-0.01845859,0.8908684
ILMN_3310538,0.01848911,0.8908936
ILMN_1819256,0.02621088,0.8909035
ILMN_1815124,-0.03034368,0.8909418
ILMN_1783253,0.03514923,0.8909475
ILMN_1803300,-0.03135865,0.8909549
ILMN_1814200,0.0250364,0.8909575
ILMN_3245849,0.02077974,0.8909604
ILMN_1800267,-0.02401947,0.8909703
ILMN_1762508,0.02551161,0.8909737
ILMN_1693477,-0.0194798,0.8909806
ILMN_2118773,-0.02836,0.890989
ILMN_1908153,-0.01917444,0.8910069
ILMN_1689445,-0.02077241,0.8910865
ILMN_2077130,-0.01857945,0.8911114
ILMN_1666222,0.01915225,0.8911546
ILMN_1715045,-0.01836527,0.8911568
ILMN_1657766,-0.02363145,0.8911764
ILMN_1785587,-0.01832097,0.8912003
ILMN_1707571,0.02822004,0.8912549
ILMN_2253145,0.02221124,0.8912621
ILMN_1683179,-0.02285357,0.891276
ILMN_1706068,0.01855229,0.8912788
ILMN_2412564,-0.05270245,0.8913527
ILMN_1779467,-0.01829811,0.8913732
ILMN_2386790,0.03140185,0.8913906
ILMN_1690706,0.03511469,0.8914013
ILMN_1766245,-0.02419608,0.8914277
ILMN_1812198,-0.02903939,0.8914405
ILMN_1702168,0.0701931,0.8914441
ILMN_2064606,0.086269,0.8914685
ILMN_2198185,-0.04949519,0.8914814
ILMN_3225843,-0.03907655,0.8914946
ILMN_2220735,-0.02163395,0.8915063
ILMN_3243316,0.0183564,0.8915416
ILMN_1713746,-0.02743542,0.8915439
ILMN_1764036,-0.02056413,0.8915443
ILMN_1662741,-0.02991159,0.8915444
ILMN_3243690,-0.01892516,0.8915477
ILMN_1798212,-0.02380804,0.8915523
ILMN_1906187,-0.08368127,0.8915843
ILMN_1744267,0.01857584,0.8916052
ILMN_3235044,0.0199996,0.8916185
ILMN_1671932,0.03894437,0.8916523
ILMN_1711838,-0.02668702,0.8916972
ILMN_1810191,0.09740564,0.8917217
ILMN_1686725,0.0279191,0.8917463
ILMN_1791211,-0.01826946,0.8917723
ILMN_2110094,-0.02316964,0.8917849
ILMN_1907100,0.02642133,0.8918009
ILMN_1712431,-0.14214695,0.8918025
ILMN_1663962,0.01880752,0.8918176
ILMN_1694878,-0.03632004,0.8918268
ILMN_1733774,-0.02106784,0.8918481
ILMN_3254984,0.04494112,0.8918658
ILMN_1744754,0.02630861,0.8918681
ILMN_1653471,-0.02082822,0.8918917
ILMN_1784728,0.03771894,0.891902
ILMN_3284607,0.02647075,0.8919402
ILMN_1776640,-0.03248276,0.8919525
ILMN_1851677,0.0260577,0.8919548
ILMN_3263968,-0.03032839,0.8919853
ILMN_3240451,-0.02062347,0.8919889
ILMN_1716754,-0.0233737,0.8919977
ILMN_1759252,0.02137218,0.8919994
ILMN_1770385,0.0316443,0.8921107
ILMN_1653106,0.02157225,0.8921171
ILMN_1699205,-0.02893656,0.8921483
ILMN_1711994,-0.04333037,0.8921711
ILMN_1685891,0.02310278,0.8921926
ILMN_1681203,-0.0442642,0.892196
ILMN_1745152,0.040845,0.8921961
ILMN_2377980,-0.02861167,0.8922245
ILMN_1764619,0.06670112,0.8922283
ILMN_1711725,-0.01921354,0.8922346
ILMN_1819067,0.0188336,0.8922468
ILMN_1891901,0.02624678,0.892259
ILMN_3309594,0.0182124,0.8922845
ILMN_1673566,0.06659586,0.8922867
ILMN_1774844,-0.01818196,0.8922929
ILMN_1718936,-0.02083396,0.8922984
ILMN_1752307,-0.02119183,0.8923125
ILMN_1686972,-0.03041188,0.8923167
ILMN_1749502,-0.05572087,0.8923177
ILMN_3244309,-0.04450182,0.8923582
ILMN_2104732,-0.02113576,0.8923855
ILMN_1718848,0.01971829,0.8924024
ILMN_3272546,-0.01995543,0.8924238
ILMN_3226324,0.01922953,0.8924245
ILMN_1752406,-0.06279853,0.8924523
ILMN_3239744,0.0195753,0.8924583
ILMN_1695317,-0.03347598,0.8924606
ILMN_1749324,0.018199,0.8925057
ILMN_1684316,0.01821634,0.8925321
ILMN_3242800,0.02153128,0.8925387
ILMN_1765613,-0.03044048,0.8925412
ILMN_3239945,-0.02509489,0.8925498
ILMN_1680436,-0.03030997,0.8925498
ILMN_3183789,-0.02717239,0.8925524
ILMN_1692477,0.02358739,0.8926385
ILMN_1746194,0.02338126,0.8927068
ILMN_1687501,-0.08257417,0.8927243
ILMN_1842593,0.03425866,0.8927348
ILMN_3275907,0.01883694,0.8927447
ILMN_1758293,-0.04848994,0.8927605
ILMN_1844779,-0.01837758,0.8927663
ILMN_1701940,-0.04768823,0.8927823
ILMN_3248406,0.02509117,0.892801
ILMN_3272434,-0.02104056,0.8928024
ILMN_3245894,0.03225871,0.892825
ILMN_2254722,-0.02136032,0.8929099
ILMN_2261882,-0.05458131,0.8929313
ILMN_2263312,0.02299637,0.8929376
ILMN_1824953,0.01864895,0.8929456
ILMN_3236065,-0.02438269,0.892948
ILMN_1764778,0.02429937,0.8929577
ILMN_1736888,-0.01942586,0.8929727
ILMN_1684339,0.01901913,0.8929738
ILMN_1688702,-0.01900626,0.8929759
ILMN_3248722,-0.0304131,0.8929938
ILMN_1655140,-0.01832288,0.8930396
ILMN_2361096,-0.02392008,0.8930445
ILMN_3299421,0.02129438,0.8930554
ILMN_2290896,-0.02019396,0.8930617
ILMN_1741917,-0.02671892,0.8930694
ILMN_1708647,-0.02100963,0.8930698
ILMN_3244856,-0.02874196,0.8930788
ILMN_1803136,-0.03126467,0.8930809
ILMN_3248356,0.02135779,0.8930927
ILMN_1711069,0.04531986,0.8931002
ILMN_1727300,0.01844983,0.8931289
ILMN_1778876,0.02061532,0.893137
ILMN_3237788,-0.0180833,0.8931703
ILMN_1751598,-0.02693921,0.8931783
ILMN_2125829,0.02065375,0.8932477
ILMN_1807126,0.01808639,0.8932656
ILMN_1743592,0.02527523,0.8932817
ILMN_1907187,0.02458185,0.8932931
ILMN_3278745,0.02320662,0.8933436
ILMN_1661608,-0.02400346,0.8933642
ILMN_1673357,0.01859245,0.8933707
ILMN_2175894,0.03147729,0.8933819
ILMN_1678612,-0.06488448,0.8933834
ILMN_1782094,-0.0375813,0.8934503
ILMN_1752591,0.02382923,0.8934913
ILMN_2149204,0.01806136,0.8935508
ILMN_1692464,0.02984959,0.8935561
ILMN_1789773,-0.01922459,0.8936045
ILMN_1709132,0.0185987,0.8936261
ILMN_1688997,0.01797354,0.8936767
ILMN_3310010,0.02108971,0.8937121
ILMN_1887648,0.02032099,0.8937206
ILMN_1743395,-0.02196025,0.8937604
ILMN_1880834,0.0231414,0.8937847
ILMN_1658576,-0.02062317,0.8938098
ILMN_1670595,0.02301852,0.8938428
ILMN_1767470,-0.06774487,0.8938535
ILMN_1654732,-0.03057441,0.8938923
ILMN_1698653,-0.0396286,0.8938966
ILMN_3249210,0.02148995,0.8939042
ILMN_1718539,-0.02298797,0.8939043
ILMN_2257223,0.01794383,0.8939183
ILMN_1767722,-0.02058314,0.8939219
ILMN_1783621,-0.02515823,0.8939293
ILMN_1822327,0.02796777,0.8939686
ILMN_1760506,-0.02180314,0.8939785
ILMN_1742827,-0.01948411,0.8939807
ILMN_1819494,-0.01898844,0.8940705
ILMN_1667790,0.02300315,0.8940707
ILMN_1702389,0.01892867,0.8941253
ILMN_1825880,0.04108875,0.8941563
ILMN_1710192,0.03367408,0.8941748
ILMN_1824029,0.02871297,0.8941976
ILMN_2401641,0.11178952,0.8942165
ILMN_3245748,0.02220632,0.8942298
ILMN_2117809,0.03530227,0.8942424
ILMN_1731180,0.03299084,0.8943345
ILMN_1813753,0.11575092,0.894383
ILMN_3277420,0.0253129,0.8943886
ILMN_3308450,0.02096708,0.8944458
ILMN_2303955,0.04861541,0.8945342
ILMN_1669430,0.03315556,0.8945427
ILMN_3182189,0.02362123,0.8945526
ILMN_3310361,0.02108465,0.894557
ILMN_1659753,-0.06424685,0.8945626
ILMN_2326793,0.02992878,0.8945768
ILMN_2185077,0.02000644,0.8945798
ILMN_1715747,-0.01966885,0.8945984
ILMN_1680386,0.03522977,0.8945986
ILMN_1776389,0.01817922,0.894625
ILMN_3293173,-0.0209387,0.8946527
ILMN_1716093,-0.02708454,0.8946566
ILMN_1799062,-0.01818979,0.8947261
ILMN_1721765,0.01901417,0.8947417
ILMN_1766920,0.02563252,0.8947595
ILMN_1782851,-0.04036228,0.894781
ILMN_1703913,-0.02173054,0.8947921
ILMN_1740045,0.02524888,0.8948352
ILMN_1774410,0.02070861,0.89486
ILMN_2376822,-0.02339143,0.894861
ILMN_3204898,-0.02441427,0.8948816
ILMN_2406897,0.02062133,0.8949192
ILMN_1681356,0.01768374,0.8949569
ILMN_1815474,0.02063486,0.8950028
ILMN_2073184,-0.02396573,0.8950202
ILMN_1748809,0.0304056,0.895041
ILMN_1678863,-0.02002233,0.8950618
ILMN_3219455,0.01915209,0.8950652
ILMN_2344182,0.02137172,0.8950667
ILMN_1745963,-0.02585242,0.8950732
ILMN_3165484,0.02017391,0.8950788
ILMN_1746085,0.1115529,0.8951059
ILMN_2415748,0.03257214,0.8951098
ILMN_2341343,0.12255875,0.8951261
ILMN_1726516,0.02203039,0.8951499
ILMN_1737685,0.03419701,0.8951698
ILMN_1749026,-0.02810116,0.8951919
ILMN_3245824,-0.03491404,0.8952069
ILMN_1715113,-0.03371014,0.8952069
ILMN_2322100,-0.02728375,0.895237
ILMN_1760143,0.02370326,0.895337
ILMN_1733736,0.03778163,0.8953712
ILMN_1742524,0.03068712,0.8953749
ILMN_1813381,-0.02194455,0.8953959
ILMN_2232084,0.01759507,0.8954286
ILMN_1656963,0.02154,0.895464
ILMN_1775930,-0.01964552,0.8954707
ILMN_2348194,0.01801093,0.8954888
ILMN_1758694,-0.03618379,0.8955305
ILMN_1797331,-0.02629242,0.8955378
ILMN_1778121,-0.01894414,0.8955419
ILMN_1767344,0.01875908,0.8955958
ILMN_1799259,0.03172392,0.8956227
ILMN_2171289,0.02325024,0.8956434
ILMN_3240375,-0.01954569,0.8956577
ILMN_1898096,0.02756405,0.8957242
ILMN_1679311,-0.01835863,0.8957304
ILMN_2043109,0.03780159,0.8957327
ILMN_3274596,0.03289615,0.8957553
ILMN_3236284,0.02571319,0.895778
ILMN_1674508,0.01896659,0.895818
ILMN_1764944,-0.0214398,0.89583
ILMN_1898368,-0.02779077,0.8958638
ILMN_1675401,-0.01756815,0.8958774
ILMN_1724062,0.02097395,0.8959971
ILMN_1709035,0.01930525,0.8960162
ILMN_1724762,0.03327338,0.8960282
ILMN_3184843,0.0276585,0.896032
ILMN_3252113,-0.01782312,0.8960457
ILMN_1809890,0.02305344,0.8960664
ILMN_2219628,-0.02096278,0.8960693
ILMN_3205162,0.02839964,0.8960707
ILMN_2065254,0.02123889,0.8960782
ILMN_3287722,0.02774262,0.8961146
ILMN_1812476,0.01952136,0.8962224
ILMN_1913259,0.01913146,0.8962389
ILMN_1761442,0.06306142,0.8962616
ILMN_1767661,0.01880381,0.8962637
ILMN_1666140,-0.01987003,0.8962689
ILMN_3308733,0.02021001,0.8962799
ILMN_1786976,-0.04666762,0.8962814
ILMN_1884675,-0.01998244,0.8962855
ILMN_3234073,-0.02517134,0.8962892
ILMN_3201503,-0.02649178,0.8963005
ILMN_1742224,0.03706509,0.8963638
ILMN_1782890,-0.02249224,0.8964152
ILMN_1742705,-0.0601663,0.8964376
ILMN_1764168,-0.02068004,0.8964577
ILMN_1803357,-0.02528045,0.8964699
ILMN_2279182,-0.02526391,0.8964962
ILMN_3178058,-0.04475261,0.8965374
ILMN_1790744,0.01741984,0.896574
ILMN_1681234,-0.02573552,0.8966136
ILMN_1670899,0.13595514,0.8966338
ILMN_3247405,0.02109293,0.8966341
ILMN_1772521,0.02161977,0.8966413
ILMN_1769129,0.01886575,0.8966665
ILMN_2046683,0.01756884,0.8966854
ILMN_3309985,0.02258973,0.8966906
ILMN_1742837,-0.02356464,0.8967157
ILMN_2387328,-0.01836188,0.8967189
ILMN_1673734,-0.02276267,0.8967258
ILMN_1660067,-0.13434585,0.8967384
ILMN_3179067,0.02279234,0.8967434
ILMN_1659339,0.02140052,0.8967739
ILMN_1674710,-0.02822639,0.8968313
ILMN_3221865,0.04027511,0.89684
ILMN_1656144,0.01826764,0.8968847
ILMN_1723379,-0.02121127,0.8969053
ILMN_1694810,-0.09468002,0.8969164
ILMN_1768491,-0.02054851,0.8969527
ILMN_1684923,0.02182088,0.8969825
ILMN_1704611,0.01948416,0.8969893
ILMN_1776094,-0.01923982,0.8969895
ILMN_2118405,0.01733491,0.8970085
ILMN_1886595,0.04782172,0.8970107
ILMN_1664215,0.02208398,0.8970609
ILMN_1723467,0.02103668,0.8970737
ILMN_1695435,0.02679633,0.8971315
ILMN_3239236,0.01887467,0.8971633
ILMN_1660307,0.03260756,0.8971972
ILMN_1729433,-0.01778885,0.8972439
ILMN_3247448,0.01867393,0.8972838
ILMN_3260337,0.01942421,0.8973091
ILMN_1654691,0.02145216,0.8973167
ILMN_1654324,0.10631407,0.8973219
ILMN_1775298,0.02823283,0.8973312
ILMN_1807686,-0.02392121,0.8973381
ILMN_2211739,0.02021852,0.8974073
ILMN_1873838,0.02455547,0.8974195
ILMN_3309031,-0.01844636,0.8975069
ILMN_1880449,-0.04275415,0.8975624
ILMN_1696424,0.04558231,0.8975668
ILMN_2054442,-0.02205595,0.8976003
ILMN_2371724,0.02351651,0.8976392
ILMN_3240446,-0.02378786,0.8976602
ILMN_1700998,0.03055652,0.8977102
ILMN_3250927,0.01975628,0.8977361
ILMN_1710203,-0.01880526,0.8977632
ILMN_2290547,0.02860187,0.897811
ILMN_1662768,0.02939428,0.8978178
ILMN_1719072,-0.01824378,0.8978216
ILMN_1705469,-0.01904141,0.8978229
ILMN_1875729,0.0203227,0.8978542
ILMN_1766888,-0.01878072,0.897858
ILMN_1724495,0.04415353,0.8978738
ILMN_1723515,-0.02248969,0.8978748
ILMN_1779765,-0.05664602,0.8979085
ILMN_2043865,0.02151506,0.8979274
ILMN_1688757,0.02475474,0.8979472
ILMN_1704222,0.02891827,0.8979614
ILMN_2322356,-0.01765092,0.898007
ILMN_1763604,0.04187345,0.8980119
ILMN_2273921,0.02227178,0.8980341
ILMN_1812877,-0.02651001,0.8980406
ILMN_1752283,0.02804172,0.8980736
ILMN_1786016,-0.02459118,0.8980933
ILMN_2410905,-0.01864472,0.8981269
ILMN_3229052,-0.03804927,0.8981664
ILMN_1793922,-0.02191875,0.8981986
ILMN_3297410,0.02515837,0.8982453
ILMN_1752481,0.01956675,0.8982719
ILMN_3218851,0.02136663,0.8983811
ILMN_1786361,0.03202638,0.8983935
ILMN_1805773,0.01841218,0.8983968
ILMN_3275522,0.02838851,0.8984025
ILMN_3291709,-0.02271104,0.8984159
ILMN_1736447,-0.01757852,0.8984435
ILMN_1712396,-0.02008156,0.8984569
ILMN_1786080,-0.01859655,0.8984751
ILMN_1696056,0.01816633,0.8984949
ILMN_1744056,-0.02369938,0.898525
ILMN_2267025,-0.02253505,0.8985561
ILMN_1772667,-0.02430718,0.8985618
ILMN_1758057,0.02650344,0.8985981
ILMN_3190632,-0.01781722,0.8986157
ILMN_1907326,-0.01716035,0.8986214
ILMN_1749108,0.01765045,0.8986218
ILMN_1806956,-0.02084911,0.8986379
ILMN_1810680,0.05985531,0.8986433
ILMN_2384181,0.02012957,0.8986591
ILMN_3246658,-0.02483672,0.8986912
ILMN_2289623,0.01987445,0.8987032
ILMN_3303361,0.01804234,0.8987091
ILMN_1763520,-0.0207887,0.8987229
ILMN_3264822,0.02297121,0.8987473
ILMN_1773997,-0.02205891,0.8987563
ILMN_1658257,0.01764267,0.8987668
ILMN_1740160,0.02381876,0.8987691
ILMN_1892762,-0.01863316,0.8987749
ILMN_1701993,0.0205238,0.8987786
ILMN_1667979,0.01717835,0.8987808
ILMN_1654319,-0.09162212,0.8988038
ILMN_1789846,0.01830322,0.8988061
ILMN_1757408,0.02843014,0.8988437
ILMN_2409167,-0.018046,0.8988496
ILMN_1735700,0.01854429,0.8988497
ILMN_1684114,-0.05841905,0.8988768
ILMN_1715969,-0.03899516,0.8988826
ILMN_1698552,0.01800898,0.8989415
