ID,logFC,P.Value
ILMN_2412024,0.17276572,0.4512213
ILMN_1703180,-0.14090428,0.4512345
ILMN_2043553,-0.11199932,0.4513007
ILMN_3227304,-0.14961095,0.4513305
ILMN_2190214,-0.11975534,0.4513745
ILMN_1688730,-0.1276972,0.4514868
ILMN_1839647,0.12361666,0.4514919
ILMN_3235373,-0.10872106,0.4515157
ILMN_1809035,0.11314895,0.4515313
ILMN_1794442,0.30194699,0.4515377
ILMN_1765829,-0.11626988,0.4515525
ILMN_1844176,0.11278649,0.4516085
ILMN_1755795,0.16174367,0.4516343
ILMN_2286014,0.20151053,0.451644
ILMN_3286350,0.12615912,0.4516546
ILMN_1687437,0.13529897,0.4516751
ILMN_1742788,0.26052303,0.4517569
ILMN_1739779,0.24943207,0.4517615
ILMN_1660020,0.12308112,0.4517684
ILMN_1827449,-0.11092165,0.451827
ILMN_1793549,-0.2665438,0.45184
ILMN_1658499,0.13246938,0.4518681
ILMN_1732398,-0.11957554,0.451888
ILMN_1782922,-0.16441551,0.4519082
ILMN_1682778,0.30556687,0.4519214
ILMN_3247700,-0.10979227,0.4519586
ILMN_2134110,-0.22243969,0.4520106
ILMN_1674069,-0.25056751,0.4520379
ILMN_1814562,-0.10539104,0.4520458
ILMN_1657399,0.10979604,0.4520926
ILMN_1814799,-0.42967109,0.4521228
ILMN_1658333,-0.65784595,0.4521267
ILMN_2143795,-0.49855223,0.4521487
ILMN_1663618,0.32467382,0.4521535
ILMN_1775814,0.60746622,0.4521751
ILMN_1699991,-0.10755344,0.4521795
ILMN_1842913,0.21532977,0.4523017
ILMN_1827396,-0.13059982,0.4523196
ILMN_1702850,-0.12812004,0.4523209
ILMN_1725170,-0.12071071,0.4523253
ILMN_2070530,-0.12419829,0.4523878
ILMN_1676745,0.18364775,0.4524285
ILMN_1860084,-0.1430592,0.4524796
ILMN_1676437,0.138015,0.4525258
ILMN_2281128,0.19853378,0.4525357
ILMN_1810759,-0.23163014,0.4525367
ILMN_2256687,-0.10545688,0.452552
ILMN_1653648,-0.11738394,0.4525766
ILMN_1664565,-0.10408007,0.4525866
ILMN_1813389,0.19488248,0.4526037
ILMN_1753706,-0.1325456,0.4526393
ILMN_3246713,-0.24954393,0.4526921
ILMN_1788855,-0.10573305,0.4526945
ILMN_3301103,-0.12122359,0.4527052
ILMN_2311826,-0.23064268,0.4527159
ILMN_1713715,0.11175367,0.4527215
ILMN_1791773,0.11907879,0.4527237
ILMN_1722377,-0.11019405,0.4527722
ILMN_1682147,0.17635881,0.4528232
ILMN_3291352,0.19659565,0.4528661
ILMN_1742976,-0.17253876,0.4528703
ILMN_2169089,-0.29044136,0.452886
ILMN_2238383,-0.17547247,0.4529496
ILMN_1714476,-0.10799774,0.4529528
ILMN_1789990,0.22029074,0.4529826
ILMN_1782006,0.11676808,0.4529967
ILMN_1669599,-0.22782257,0.4530325
ILMN_2101339,0.11064886,0.4530933
ILMN_3165687,-0.13968391,0.4530986
ILMN_1706248,-0.1101159,0.4531095
ILMN_1774990,-0.39016076,0.4531622
ILMN_2186983,0.10382704,0.4531774
ILMN_1757180,-0.11128739,0.4531821
ILMN_1764541,0.11073401,0.4532015
ILMN_3241240,-0.17119008,0.4532184
ILMN_1786326,0.17321362,0.4532534
ILMN_1812384,0.11351607,0.4532821
ILMN_1705848,0.23786969,0.4532876
ILMN_1693410,0.15376253,0.4532936
ILMN_1670664,0.1341156,0.4533249
ILMN_3251341,-0.34233064,0.4533315
ILMN_1665732,-0.12200935,0.4533594
ILMN_1671257,-0.15023534,0.4533682
ILMN_3185198,-0.12317719,0.4533761
ILMN_3187869,0.17294986,0.4533766
ILMN_1773681,-0.12798969,0.453394
ILMN_1688276,-0.12386952,0.453465
ILMN_1894470,0.19655826,0.4534662
ILMN_3309244,0.12097241,0.4534749
ILMN_1680419,-0.14598549,0.4534869
ILMN_2284810,0.22059688,0.453505
ILMN_2330570,0.79183658,0.4535279
ILMN_1675092,0.14493979,0.4535671
ILMN_1705337,0.1062731,0.4535942
ILMN_2415357,0.12786702,0.4536941
ILMN_1782691,0.12138053,0.4536988
ILMN_1778039,0.11973416,0.4538207
ILMN_3292685,0.16281791,0.4538525
ILMN_1679881,0.14530222,0.4538572
ILMN_1691648,0.30570371,0.4538627
ILMN_1785175,-0.2635596,0.4538647
ILMN_1676829,0.10554315,0.4538999
ILMN_2061950,-0.46342422,0.453905
ILMN_1671969,0.22054464,0.4539417
ILMN_3240150,0.12059499,0.4539454
ILMN_1726064,-0.14503007,0.4539576
ILMN_3176202,0.1259862,0.4540013
ILMN_1707668,0.11996251,0.4540066
ILMN_3235559,-0.12225465,0.4540278
ILMN_1809027,-0.13995862,0.4540409
ILMN_2182262,0.11411378,0.4540895
ILMN_1814703,0.14980752,0.454104
ILMN_1883780,0.19891001,0.4541612
ILMN_2164173,-0.1463634,0.4541813
ILMN_1784596,-0.10871747,0.4541973
ILMN_1706682,0.131048,0.4541978
ILMN_2145997,0.13231983,0.4542287
ILMN_1775587,-0.11719712,0.4542403
ILMN_3187744,-0.17151716,0.4542417
ILMN_1679238,0.22052025,0.4542493
ILMN_1675830,-0.11952384,0.4542582
ILMN_1718303,-0.18219601,0.4542712
ILMN_1760110,-0.18747065,0.4542787
ILMN_2063500,-0.10670219,0.454285
ILMN_1724822,0.19382194,0.4542943
ILMN_1701937,-0.1063774,0.4542988
ILMN_1704238,-0.21597382,0.4543175
ILMN_1795756,0.13314232,0.454321
ILMN_1674442,-0.34521059,0.4543225
ILMN_1774547,-0.27685014,0.4543229
ILMN_3211339,-0.11407206,0.4543277
ILMN_1688195,0.13697932,0.4543553
ILMN_2184556,-0.18437264,0.4543979
ILMN_1718424,-0.12984525,0.4543985
ILMN_1746164,0.11053862,0.4544593
ILMN_1689172,-0.14125311,0.45446
ILMN_1814971,-0.14336902,0.4544912
ILMN_3307757,0.11399094,0.4545067
ILMN_1667356,-0.13705948,0.4546109
ILMN_2168564,-0.14067829,0.4546197
ILMN_1709339,0.21455727,0.4546445
ILMN_1790455,-0.13037866,0.4546542
ILMN_1740117,-0.12141617,0.4546669
ILMN_2173919,-0.15415775,0.4546704
ILMN_1723198,0.69578323,0.4546825
ILMN_1653352,0.11235342,0.4546843
ILMN_3231203,-0.13739348,0.4546853
ILMN_1856009,-0.10940944,0.4546897
ILMN_1710906,0.1712418,0.4547015
ILMN_3307654,-0.1612948,0.4547084
ILMN_1688434,0.13679756,0.4547509
ILMN_1667711,-0.30005584,0.4547637
ILMN_1662550,0.13066286,0.4547803
ILMN_1753790,-0.14204773,0.4548188
ILMN_1697236,0.12256774,0.4548777
ILMN_1807101,0.11255598,0.4549031
ILMN_1708427,-0.20542112,0.4549061
ILMN_1801313,0.12685809,0.4549146
ILMN_1688765,0.12059684,0.4549277
ILMN_3181420,0.15676339,0.4549607
ILMN_2201347,0.12928851,0.4549824
ILMN_1887977,-0.14325869,0.4549957
ILMN_3288154,0.13022297,0.4550081
ILMN_1664124,-0.12365284,0.4550689
ILMN_1725650,-0.21003243,0.4550987
ILMN_1685104,0.21098808,0.4551534
ILMN_3247783,0.10510243,0.4551551
ILMN_1732901,-0.10960876,0.4551555
ILMN_1654542,0.27093175,0.4551571
ILMN_1682038,-0.14533908,0.4551854
ILMN_1854938,-0.13490889,0.4551932
ILMN_1651715,-0.17649786,0.4552007
ILMN_1726464,-0.12384606,0.455235
ILMN_1796146,-0.31486208,0.4552559
ILMN_1791605,0.16748704,0.4552717
ILMN_1728975,-0.11454317,0.4552933
ILMN_1703081,0.1477748,0.4552984
ILMN_1754018,0.13743243,0.4553014
ILMN_1696990,-0.10963689,0.4553041
ILMN_1671500,-0.10402714,0.4553107
ILMN_3248018,-0.1401891,0.4553163
ILMN_1699723,-0.12591507,0.4553456
ILMN_1669494,-0.1194805,0.455388
ILMN_1657884,-0.13480687,0.4554211
ILMN_1778032,0.18599483,0.4554224
ILMN_1785861,-0.16184584,0.4554851
ILMN_1743396,-0.10814449,0.4554947
ILMN_1756254,-0.10838406,0.4555112
ILMN_1727001,-0.11511604,0.4555118
ILMN_1694077,-0.10502694,0.455522
ILMN_2167223,-0.11096473,0.4555739
ILMN_1805011,0.16722129,0.4555795
ILMN_2382354,-0.1139747,0.4556117
ILMN_1741628,-0.15682807,0.4556122
ILMN_1654641,-0.13356067,0.455624
ILMN_1779497,0.17990698,0.4556322
ILMN_1723185,-0.12390639,0.4556447
ILMN_1910120,0.24640967,0.4556553
ILMN_1685544,0.14100588,0.4556632
ILMN_3308803,-0.17170299,0.4556636
ILMN_1680437,-0.21527745,0.4556741
ILMN_1806068,0.31902569,0.4556796
ILMN_1710204,-0.125878,0.4557633
ILMN_1732198,0.10401021,0.4557647
ILMN_1803376,-0.18185478,0.4557743
ILMN_2208373,0.12168402,0.4557803
ILMN_2324202,0.48272832,0.4558235
ILMN_3188269,-0.104934,0.4558277
ILMN_1705080,-0.11713977,0.4558397
ILMN_1797912,0.25053686,0.4559
ILMN_2391912,0.13652613,0.4559033
ILMN_1697777,-0.15320083,0.455927
ILMN_3234818,-0.10544724,0.4559425
ILMN_1773725,-0.17820846,0.4559575
ILMN_1780326,-0.13714239,0.4559755
ILMN_1811927,-0.16346266,0.4560019
ILMN_3310461,-0.10408386,0.4560259
ILMN_1653514,0.11105869,0.4560317
ILMN_1752111,-0.12746879,0.4560413
ILMN_1686136,0.20916271,0.4560499
ILMN_2396002,0.15244258,0.4560919
ILMN_3203126,0.11024236,0.4561027
ILMN_3189504,0.11905395,0.4561108
ILMN_3243986,0.16784303,0.4561139
ILMN_1726081,0.12179507,0.4561146
ILMN_1795018,0.15732785,0.4561164
ILMN_1728121,0.1032305,0.4561396
ILMN_1733930,-0.28120456,0.4561629
ILMN_3239000,-0.11205476,0.4561705
ILMN_2190414,0.20137338,0.4561728
ILMN_2118229,-0.17929407,0.4561732
ILMN_1678522,0.18473968,0.4561886
ILMN_1684086,0.1658365,0.4562733
ILMN_3284000,-0.10723429,0.4562882
ILMN_3224907,0.14597292,0.4563077
ILMN_3205812,-0.12328392,0.4563134
ILMN_1711617,0.17512725,0.4563356
ILMN_1663793,0.12085394,0.456358
ILMN_3310446,-0.16586979,0.4564139
ILMN_1716983,-0.11294031,0.4564235
ILMN_1665895,-0.16328237,0.4564589
ILMN_3246037,-0.11056276,0.4564759
ILMN_1762316,0.19984539,0.4564776
ILMN_1720430,-0.25104579,0.456504
ILMN_3235358,0.12106708,0.4565152
ILMN_1796900,0.18677138,0.4565219
ILMN_3297754,-0.11655248,0.456537
ILMN_3244550,0.11127845,0.4565684
ILMN_1884775,-0.12623794,0.4565937
ILMN_1690894,0.10387339,0.4566136
ILMN_1735594,0.17610272,0.4566178
ILMN_2389794,-0.11576499,0.4566509
ILMN_2333146,-0.14071605,0.4566542
ILMN_1685898,-0.10354849,0.4566569
ILMN_1658717,-0.12523473,0.4566893
ILMN_1756814,-0.12093898,0.456722
ILMN_1748753,-0.20269663,0.4567267
ILMN_1752660,0.11237748,0.4567495
ILMN_3289594,0.14863473,0.4567805
ILMN_2108779,-0.13090407,0.4568122
ILMN_1784884,0.1496902,0.4568287
ILMN_1679912,-0.30341676,0.4568544
ILMN_1758941,0.13554396,0.4568599
ILMN_3227427,0.10621801,0.4568662
ILMN_3300717,0.10519525,0.4568713
ILMN_1791759,0.15891441,0.4568732
ILMN_3234812,-0.11560158,0.4568812
ILMN_1791531,0.10898802,0.4569029
ILMN_3278683,0.10719539,0.456906
ILMN_1780763,-0.12102376,0.4569177
ILMN_1698772,0.10999829,0.4569505
ILMN_1696029,-0.1045639,0.45697
ILMN_3288238,-0.11247177,0.4569766
ILMN_1712583,0.16777854,0.4569824
ILMN_1771155,0.13387448,0.4569921
ILMN_1839609,0.16109332,0.4570274
ILMN_1786908,-0.10822728,0.4570468
ILMN_1657898,0.18434816,0.4570555
ILMN_3309138,-0.12337754,0.4570856
ILMN_2395474,-0.11289595,0.4570895
ILMN_2358714,-0.16239717,0.4571002
ILMN_3248583,0.13343278,0.4571742
ILMN_1882764,0.21957888,0.4571899
ILMN_3242638,0.10432755,0.4572026
ILMN_2101278,0.1334667,0.4572121
ILMN_1809191,0.15370961,0.4572235
ILMN_1708833,-0.11408311,0.4572302
ILMN_1749083,0.12280951,0.4573401
ILMN_1917174,-0.14757471,0.4574056
ILMN_1725726,-0.14531419,0.4574199
ILMN_1815203,-0.12266146,0.4574272
ILMN_1749866,-0.14051404,0.4574333
ILMN_3310925,0.10494938,0.4574539
ILMN_1794866,0.1115378,0.4574609
ILMN_1909191,-0.14598646,0.4574738
ILMN_1843277,-0.10894915,0.4574978
ILMN_1773383,-0.10819879,0.4575052
ILMN_1748827,-0.32679851,0.4575054
ILMN_1806456,-0.38609951,0.4575328
ILMN_1672559,-0.11874385,0.4575522
ILMN_1772938,-0.14648628,0.4575593
ILMN_1705656,-0.1140638,0.4575711
ILMN_2154101,0.19448424,0.4576619
ILMN_1670746,-0.2062301,0.4577142
ILMN_2107004,-0.29555132,0.4577284
ILMN_1890404,0.16950756,0.4577376
ILMN_2379560,-0.12851233,0.4578099
ILMN_1804870,-0.12062478,0.4578159
ILMN_1689378,-0.25850963,0.4578345
ILMN_3286751,-0.26028782,0.4578419
ILMN_1711109,-0.19343737,0.4578695
ILMN_1717119,0.13882456,0.4579098
ILMN_1778941,-0.11304696,0.4579352
ILMN_3288726,0.14725712,0.457938
ILMN_1895825,-0.10848547,0.4579467
ILMN_3285611,-0.23732048,0.4579644
ILMN_1849859,0.12780025,0.4579739
ILMN_1745962,0.12840592,0.4579809
ILMN_2260082,-0.11653271,0.4579872
ILMN_3231601,-0.15129531,0.4580083
ILMN_1795697,-0.13231173,0.4580197
ILMN_1794967,0.10437298,0.4580499
ILMN_1760103,-0.1263392,0.4580676
ILMN_1734631,0.18853495,0.4581203
ILMN_1738987,-0.15591387,0.4581445
ILMN_1771898,0.20316386,0.45815
ILMN_1740590,0.14791954,0.4581517
ILMN_3193186,-0.14058117,0.458156
ILMN_1795852,0.218562,0.4581588
ILMN_1743680,-0.11476104,0.4581592
ILMN_1752218,-0.12161853,0.4581684
ILMN_1776216,0.17853339,0.4582261
ILMN_3231020,-0.11525135,0.4582331
ILMN_1740604,-0.18771002,0.4582509
ILMN_1885147,-0.10520169,0.458257
ILMN_1816953,0.10585038,0.4582632
ILMN_1806463,-0.1589886,0.4582685
ILMN_1728132,-0.3647788,0.4582809
ILMN_2162972,-0.15398291,0.4582929
ILMN_2047460,-0.10453404,0.4582936
ILMN_3284433,-0.12802932,0.4583053
ILMN_1738326,-0.35179547,0.4583057
ILMN_1727558,0.2340098,0.4583176
ILMN_1688126,-0.12280563,0.4583179
ILMN_1904786,-0.11705552,0.4583189
ILMN_1653274,0.14332509,0.4583626
ILMN_1735918,0.18480966,0.4583743
ILMN_2378664,-0.15464467,0.4583792
ILMN_1770387,-0.10311529,0.4583996
ILMN_3234124,0.1644809,0.4584352
ILMN_1656802,-0.11264196,0.4584579
ILMN_2382309,-0.10564915,0.4584705
ILMN_1775114,-0.10555657,0.4584874
ILMN_3310775,0.13937766,0.4585118
ILMN_1740389,0.11756296,0.4585139
ILMN_1733248,-0.15244049,0.4585178
ILMN_1731397,0.10279637,0.4585601
ILMN_2316104,0.25924711,0.458561
ILMN_1689066,0.13462858,0.4585821
ILMN_2184708,0.13251824,0.4585958
ILMN_2177970,0.12419575,0.4586267
ILMN_1858126,0.20373282,0.4586371
ILMN_1705019,0.14589388,0.4586553
ILMN_3188806,-0.10948769,0.4586729
ILMN_2119421,0.21275937,0.4587018
ILMN_3271630,0.14974325,0.4587147
ILMN_3248923,0.13157048,0.4587681
ILMN_3236775,-0.10451661,0.4588012
ILMN_1896808,0.10475663,0.4588157
ILMN_1752532,0.11645502,0.4588838
ILMN_1802460,0.1468389,0.4589089
ILMN_1859439,-0.18606322,0.4589113
ILMN_2181306,0.1027492,0.4589262
ILMN_1664718,-0.1801998,0.458935
ILMN_1792726,0.12227504,0.4589619
ILMN_2379226,0.24775924,0.458963
ILMN_1740449,0.12112547,0.4590075
ILMN_1696391,0.64166117,0.4590292
ILMN_1670139,0.10893519,0.4590513
ILMN_1782704,-0.11607258,0.4591291
ILMN_1677292,-0.34324842,0.4591764
ILMN_2188822,0.17135398,0.4591772
ILMN_1711021,-0.13451108,0.4591793
ILMN_1813339,-0.13899165,0.4593397
ILMN_1737131,-0.22560775,0.4594287
ILMN_1710641,0.14683091,0.4594324
ILMN_1763209,0.11265201,0.4594394
ILMN_1742538,0.17067179,0.4594966
ILMN_1785413,0.10663877,0.4594992
ILMN_3291492,-0.18045121,0.4596176
ILMN_1793570,-0.12560865,0.4596487
ILMN_3277199,-0.10683018,0.4597421
ILMN_2221507,0.10648405,0.4597753
ILMN_1852793,-0.17729931,0.4597822
ILMN_1713807,-0.63251642,0.4598238
ILMN_3298671,-0.10943511,0.4598294
ILMN_2229839,-0.14689596,0.4598374
ILMN_1786838,-0.11316607,0.4598482
ILMN_1734968,-0.11810486,0.4598508
ILMN_2126265,0.12247053,0.459853
ILMN_1689274,-0.26180151,0.4598793
ILMN_1674349,-0.13764132,0.4598869
ILMN_1812222,-0.10861703,0.4599752
ILMN_2171102,0.13138854,0.4600131
ILMN_3307930,-0.21186892,0.4600143
ILMN_3292114,0.12477877,0.460031
ILMN_1683858,0.15326457,0.4600524
ILMN_1871155,0.11224698,0.4600548
ILMN_1690611,0.10822699,0.460082
ILMN_1765014,0.12313718,0.4601008
ILMN_1674108,-0.12662656,0.4601563
ILMN_3243057,-0.12284031,0.4601584
ILMN_1895504,-0.10334075,0.4601931
ILMN_1660462,-0.31366676,0.460245
ILMN_1737535,0.18905414,0.4602893
ILMN_3263469,-0.14777563,0.4603297
ILMN_1653376,0.12890421,0.4603371
ILMN_1770085,0.3275963,0.4603846
ILMN_3242920,-0.21788503,0.4603884
ILMN_1690581,0.11501663,0.4603979
ILMN_2060268,0.10807552,0.4604078
ILMN_1771627,-0.11818194,0.460426
ILMN_3309109,-0.12070615,0.4604534
ILMN_1885603,0.13540706,0.4604662
ILMN_2189605,0.14868631,0.4604668
ILMN_1706758,0.1047119,0.4604812
ILMN_1810844,-0.67938275,0.4604827
ILMN_2318885,0.13776796,0.4604926
ILMN_1826447,0.2483457,0.4605264
ILMN_1776382,0.11159357,0.460539
ILMN_2394102,-0.16425846,0.4605393
ILMN_1834869,0.15382154,0.4605435
ILMN_1763843,-0.15812635,0.4605982
ILMN_1687235,-0.10636926,0.46062
ILMN_1829472,0.15549689,0.4606423
ILMN_2405353,0.17249885,0.4606429
ILMN_2193214,-0.1909676,0.460645
ILMN_3262413,-0.10559165,0.460657
ILMN_1664028,-0.15560024,0.4606898
ILMN_2157957,0.15400559,0.4607117
ILMN_1725612,-0.20703479,0.4607377
ILMN_1712896,0.15694866,0.4607518
ILMN_1714159,0.14218653,0.4607963
ILMN_2390526,-0.16569652,0.4608076
ILMN_1805750,-0.49460095,0.4608226
ILMN_2116516,-0.1163936,0.4608404
ILMN_1863939,0.13656402,0.4608642
ILMN_1689652,-0.18301539,0.4608647
ILMN_1809972,0.10414504,0.4608885
ILMN_1798372,-0.32278783,0.460963
ILMN_1685531,0.10406817,0.460966
ILMN_1669584,0.18161928,0.4609667
ILMN_1668219,0.11289395,0.4609736
ILMN_3249645,0.22177676,0.4609939
ILMN_2306066,-0.30961793,0.4610184
ILMN_1687353,0.12587511,0.4610197
ILMN_2180315,0.10625337,0.4610277
ILMN_3201960,-0.11901365,0.4610511
ILMN_1705813,-0.21981683,0.4610515
ILMN_1718890,-0.16024473,0.4610657
ILMN_3287996,-0.1248312,0.4610731
ILMN_1831363,-0.15695251,0.4610895
ILMN_1669424,-0.18072324,0.4610979
ILMN_3242743,-0.11691185,0.4611005
ILMN_1670312,-0.13658272,0.461133
ILMN_1724149,0.12157118,0.4611482
ILMN_1718619,0.10404475,0.4611556
ILMN_1765287,0.13437033,0.4611596
ILMN_1748642,-0.13439896,0.46116
ILMN_3230464,0.1075651,0.4611749
ILMN_2280731,0.25073165,0.4612008
ILMN_3293146,-0.12171444,0.4612196
ILMN_1801521,0.15874358,0.461226
ILMN_3236816,-0.13310523,0.4612498
ILMN_2396982,-0.21788467,0.4612538
ILMN_1782618,0.12544508,0.4612992
ILMN_3298294,-0.13105148,0.4613113
ILMN_3251711,-0.66569566,0.4613129
ILMN_1732060,-0.12341408,0.4613173
ILMN_3239045,0.10669593,0.4613265
ILMN_2189366,0.11788637,0.4613824
ILMN_1669450,-0.1105663,0.4613875
ILMN_1685538,-0.19272164,0.4614115
ILMN_3235397,-0.10721638,0.4614154
ILMN_1733023,-0.13084479,0.4614163
ILMN_1733126,0.11497563,0.4614463
ILMN_3239984,-0.12521697,0.4614894
ILMN_1677880,0.11342938,0.4615636
ILMN_2398211,-0.11321581,0.4615698
ILMN_2224230,0.13707437,0.4615919
ILMN_1894034,0.12497757,0.4616078
ILMN_3236704,0.11061611,0.4616513
ILMN_1783973,-0.13830248,0.4617081
ILMN_2386053,0.104206,0.4617209
ILMN_1901616,-0.12693967,0.4617435
ILMN_3299531,-0.11510764,0.4617563
ILMN_2346987,0.13721914,0.4617632
ILMN_1893852,-0.1096637,0.4617654
ILMN_1688158,0.1615726,0.4617951
ILMN_1675445,-0.13585957,0.4618193
ILMN_1694213,-0.28904795,0.4618249
ILMN_1711605,0.10797249,0.46185
ILMN_1795836,-0.17981737,0.4618672
ILMN_1651902,0.1424093,0.4618852
ILMN_2283195,-0.11003173,0.4619546
ILMN_1780417,0.10664671,0.4620032
ILMN_1788377,0.16318696,0.4620039
ILMN_2187899,0.1073553,0.462005
ILMN_1702489,0.1298979,0.4620062
ILMN_1672591,-0.4911505,0.4620135
ILMN_1771695,0.26622212,0.4620188
ILMN_2386291,-0.1690816,0.4620281
ILMN_1756424,-0.10464113,0.4620389
ILMN_2151441,0.14191509,0.4620498
ILMN_1809511,0.4093327,0.4620725
ILMN_3248176,0.14967647,0.4620823
ILMN_1680799,-0.10248806,0.4621021
ILMN_1653143,0.18414773,0.4621095
ILMN_1784933,-0.11152282,0.4621308
ILMN_1703679,0.10534635,0.4621398
ILMN_1726649,-0.15512807,0.4621614
ILMN_2381730,-0.12084003,0.4621656
ILMN_1791923,0.12625677,0.4621947
ILMN_2048043,-0.1564661,0.4622169
ILMN_1794299,-0.18509727,0.4622204
ILMN_1652155,-0.16914321,0.4622302
ILMN_1854580,-0.13126705,0.4622305
ILMN_1700180,0.11491212,0.4622353
ILMN_1697200,0.15070775,0.4622499
ILMN_1753330,-0.12649114,0.4622777
ILMN_1747019,0.10859795,0.4623285
ILMN_1827170,0.10233405,0.4623592
ILMN_1810400,-0.10388741,0.4624027
ILMN_1662302,-0.17402857,0.4624099
ILMN_3244631,-0.12860989,0.4624164
ILMN_1685194,0.10392252,0.462442
ILMN_3204241,0.10527066,0.4624493
ILMN_1709775,0.10780471,0.4624517
ILMN_1751061,0.11537335,0.4624566
ILMN_1711790,0.15677611,0.4624589
ILMN_1751425,0.17220579,0.462479
ILMN_1897987,-0.18521364,0.4624922
ILMN_1719309,-0.12484855,0.4624975
ILMN_1712808,-0.11066942,0.462504
ILMN_2055036,-0.21152451,0.4625159
ILMN_1757281,-0.20740474,0.4625313
ILMN_1830463,0.13118718,0.4625526
ILMN_1732688,-0.21909573,0.4625582
ILMN_1765912,0.10269074,0.462563
ILMN_1811258,-0.18351493,0.4625699
ILMN_1658537,0.1111846,0.4626286
ILMN_1769547,0.11413969,0.4626682
ILMN_1805403,0.11068994,0.4626715
ILMN_1741557,-0.16777806,0.4627076
ILMN_1664691,0.1021131,0.4627196
ILMN_1790943,0.15405081,0.4627361
ILMN_1653447,-0.13338517,0.4627592
ILMN_1728844,0.13024499,0.4628016
ILMN_1675086,0.10217556,0.462806
ILMN_1780762,0.1038647,0.462807
ILMN_1756079,-0.11223773,0.4628103
ILMN_1668035,0.13146903,0.4628121
ILMN_1884195,-0.11685831,0.4628196
ILMN_2117323,0.2488699,0.4628428
ILMN_1807397,0.16226833,0.4628595
ILMN_1710237,-0.10869104,0.462924
ILMN_1902998,-0.16334608,0.4629441
ILMN_1651817,0.12267194,0.4629612
ILMN_2371053,0.27091516,0.4630108
ILMN_1704665,0.57084295,0.4630614
ILMN_3307987,-0.14912314,0.4630667
ILMN_3293258,-0.12041181,0.4630812
ILMN_1808864,-0.17330657,0.4630992
ILMN_2112834,0.21426241,0.4631413
ILMN_2095704,-0.11266349,0.4631527
ILMN_1656287,0.19075968,0.4631543
ILMN_1742601,0.14147971,0.463172
ILMN_3308133,0.10940797,0.4631773
ILMN_1717049,-0.26553732,0.4632029
ILMN_3234349,-0.10335455,0.4632085
ILMN_1796353,-0.12427418,0.4632234
ILMN_1844424,-0.10245871,0.4632635
ILMN_1711606,-0.22089009,0.463274
ILMN_1656898,0.16391856,0.4633407
ILMN_3238269,0.1502072,0.4633449
ILMN_1664186,-0.10992049,0.4634297
ILMN_1683903,-0.21536881,0.4634454
ILMN_1738674,0.13711329,0.4634561
ILMN_1743195,0.12455591,0.4634585
ILMN_1720113,0.14152455,0.4634674
ILMN_1749907,0.23890338,0.4634934
ILMN_2145423,-0.13048256,0.4635091
ILMN_3292711,-0.11763935,0.4635312
ILMN_3310060,0.14392552,0.4635556
ILMN_1682198,-0.10522155,0.4635686
ILMN_1720282,-0.35248494,0.4636232
ILMN_1685974,0.16041094,0.4636598
ILMN_1774742,-0.1025345,0.4636625
ILMN_2397846,0.11363387,0.4636752
ILMN_1651486,-0.14612104,0.4636816
ILMN_2123478,0.13103962,0.4637375
ILMN_1678080,0.1432546,0.4637606
ILMN_3224662,-0.10485337,0.4637796
ILMN_2119307,0.11998529,0.4637861
ILMN_2245305,-0.24887163,0.463789
ILMN_1753627,0.29365918,0.463833
ILMN_1779032,0.14951099,0.4638537
ILMN_1677834,0.16154078,0.4638828
ILMN_3243817,-0.1115008,0.463908
ILMN_1753795,0.13756609,0.4639101
ILMN_3308305,-0.13797576,0.4639457
ILMN_1704030,-0.10127827,0.4639594
ILMN_2154287,-0.32870984,0.4639795
ILMN_1730182,0.14599235,0.4640333
ILMN_1669502,-0.12465246,0.4640578
ILMN_1658210,0.14417786,0.4640631
ILMN_1661266,-0.10883986,0.4640925
ILMN_1682015,0.20687398,0.4640934
ILMN_1729987,0.16353859,0.4641332
ILMN_1688621,-0.17390513,0.4641612
ILMN_1701596,-0.132251,0.4641804
ILMN_1751264,0.23353031,0.4641896
ILMN_2135740,0.10356746,0.4641943
ILMN_2415634,-0.10812893,0.4641964
ILMN_1670219,-0.10627232,0.4642183
ILMN_1701565,-0.17429058,0.4642343
ILMN_3236325,-0.20143157,0.4642577
ILMN_1685357,0.10749776,0.4642681
ILMN_1694220,-0.15660358,0.4642928
ILMN_1857726,0.11325101,0.4643362
ILMN_3252901,-0.11871308,0.4643597
ILMN_1718542,0.11724908,0.4643611
ILMN_1741502,0.10311191,0.4643643
ILMN_3238608,0.13500198,0.4643649
ILMN_1706100,-0.10143148,0.4643803
ILMN_1753199,0.1407694,0.4643919
ILMN_1751241,-0.12195297,0.4644296
ILMN_1804841,0.113235,0.4644327
ILMN_1804157,-0.11848287,0.4644334
ILMN_1882999,-0.10990872,0.4644626
ILMN_1752750,0.10349721,0.4644771
ILMN_1693411,0.11378595,0.4644783
ILMN_1767601,0.11599482,0.4644861
ILMN_3227060,-0.18978998,0.4644998
ILMN_1854170,0.13753555,0.4645069
ILMN_2409879,0.11488703,0.464532
ILMN_3308460,-0.10936248,0.4645636
ILMN_1652505,0.27100207,0.4645753
ILMN_1775627,0.11655359,0.4646061
ILMN_1670440,0.11737318,0.4647427
ILMN_1773262,-0.41413124,0.4647752
ILMN_1722447,0.11359542,0.4647836
ILMN_3301622,-0.13116773,0.4648217
